Date,Value
2012-06-22,1568.81
2012-06-21,1585.34
2012-06-20,1604.37
2012-06-19,1628.91
2012-06-18,1618.9
2012-06-15,1630.67
2012-06-14,1616.89
2012-06-13,1622.9
2012-06-12,1606.88
2012-06-11,1587.34
2012-06-08,1579.83
2012-06-07,1609.38
2012-06-06,1638.43
2012-06-05,1621.1
2012-06-04,1622.4
2012-06-01,1609.38
2012-05-31,1561.3
2012-05-30,1543.27
2012-05-29,1582.84
2012-05-25,1572.82
2012-05-24,1571.82
2012-05-23,1552.28
2012-05-22,1585.84
2012-05-21,1595.86
2012-05-18,1592.85
2012-05-17,1557.29
2012-05-16,1551.78
2012-05-15,1559.8
2012-05-14,1561.8
2012-05-11,1586.34
2012-05-10,1601.87
2012-05-09,1585.84
2012-05-08,1605.87
2012-05-07,1638.93
2012-05-04,1647.19
2012-05-03,1641.18
2012-05-02,1651.45
2012-05-01,1667.48
2012-04-30,1654.71
2012-04-27,1666.98
2012-04-26,1656.96
2012-04-25,1641.18
2012-04-24,1652.95
2012-04-23,1632.42
2012-04-20,1644.94
2012-04-19,1653.46
2012-04-18,1647.44
2012-04-17,1638.93
2012-04-16,1656.46
2012-04-13,1669.98
2012-04-12,1671.99
2012-04-11,1661.47
2012-04-10,1647.44
2012-04-09,1649.95
2012-04-05,1634.42
2012-04-04,1624.41
2012-04-03,1679.75
2012-04-02,1681.0
2012-03-30,1665.98
2012-03-29,1660.97
2012-03-28,1679.5
2012-03-27,1695.53
2012-03-26,1683.76
2012-03-23,1667.48
2012-03-22,1638.93
2012-03-21,1652.7
2012-03-20,1660.22
2012-03-19,1664.97
2012-03-16,1661.47
2012-03-15,1651.45
2012-03-14,1647.7
2012-03-13,1693.52
2012-03-12,1701.04
2012-03-09,1691.02
2012-03-08,1693.52
2012-03-07,1681.0
2012-03-06,1672.49
2012-03-05,1708.55
2012-03-02,1710.55
2012-03-01,1717.56
2012-02-29,1773.66
2012-02-28,1784.68
2012-02-27,1775.66
2012-02-24,1781.17
2012-02-23,1780.67
2012-02-22,1755.63
2012-02-21,1751.62
2012-02-17,1726.58
2012-02-16,1716.56
2012-02-15,1736.6
2012-02-14,1725.58
2012-02-13,1723.57
2012-02-10,1715.06
2012-02-09,1751.62
2012-02-08,1749.62
2012-02-07,1727.58
2012-02-06,1722.57
2012-02-03,1737.6
2012-02-02,1754.63
2012-02-01,1743.61
2012-01-31,1747.61
2012-01-30,1732.59
2012-01-27,1729.58
2012-01-26,1730.59
2012-01-25,1653.46
2012-01-24,1668.98
2012-01-23,1679.0
2012-01-20,1656.46
2012-01-19,1658.46
2012-01-18,1650.45
2012-01-17,1659.47
2012-01-16,1644.44
2012-01-13,1638.93
2012-01-12,1664.47
2012-01-11,1637.93
2012-01-10,1640.43
2012-01-09,1618.4
2012-01-06,1619.9
2012-01-05,1602.37
2012-01-04,1616.39
2012-01-03,1601.37
2011-12-30,1575.82
2011-12-29,1534.25
2011-12-28,1574.32
2011-12-23,1610.38
2011-12-22,1609.88
2011-12-21,1611.38
2011-12-20,1616.89
2011-12-19,1601.37
2011-12-16,1597.36
2011-12-15,1577.33
2011-12-14,1606.38
2011-12-13,1675.99
2011-12-12,1662.97
2011-12-09,1712.56
2011-12-08,1718.57
2011-12-07,1739.1
2011-12-06,1711.55
2011-12-05,1747.61
2011-12-02,1750.62
2011-12-01,1755.63
2011-11-30,1749.62
2011-11-29,1720.57
2011-11-28,1717.56
2011-11-23,1684.51
2011-11-22,1702.54
2011-11-21,1705.54
2011-11-18,1722.57
2011-11-17,1746.11
2011-11-16,1759.64
2011-11-15,1788.68
2011-11-14,1779.67
2011-11-11,1776.66
2011-11-10,1759.64
2011-11-09,1787.68
2011-11-08,1798.7
2011-11-07,1785.68
2011-11-04,1752.62
2011-11-03,1761.64
2011-11-02,1746.61
2011-11-01,1702.54
2011-10-31,1725.58
2011-10-28,1744.61
2011-10-27,1721.57
2011-10-26,1718.57
2011-10-25,1659.47
2011-10-24,1655.46
2011-10-21,1645.94
2011-10-20,1623.4
2011-10-19,1655.96
2011-10-18,1634.42
2011-10-17,1685.51
2011-10-14,1681.5
2011-10-13,1659.47
2011-10-12,1685.51
2011-10-11,1666.48
2011-10-10,1664.47
2011-10-07,1655.46
2011-10-06,1638.43
2011-10-05,1620.4
2011-10-04,1641.43
2011-10-03,1658.96
2011-09-30,1623.4
2011-09-29,1616.39
2011-09-28,1646.44
2011-09-27,1662.47
2011-09-26,1601.37
2011-09-23,1692.52
2011-09-22,1725.58
2011-09-21,1796.7
2011-09-20,1802.71
2011-09-19,1797.7
2011-09-16,1797.7
2011-09-15,1785.68
2011-09-14,1822.24
2011-09-13,1823.74
2011-09-12,1837.77
2011-09-09,1854.8
2011-09-08,1858.8
2011-09-07,1813.73
2011-09-06,1898.87
2011-09-02,1879.09
2011-09-01,1824.75
2011-08-31,1817.23
2011-08-30,1828.75
2011-08-29,1793.19
2011-08-26,1791.69
2011-08-25,1732.59
2011-08-24,1773.66
2011-08-23,1879.84
2011-08-22,1881.34
2011-08-19,1851.79
2011-08-18,1827.75
2011-08-17,1793.69
2011-08-16,1786.18
2011-08-15,1742.61
2011-08-12,1739.6
2011-08-11,1763.64
2011-08-10,1775.66
2011-08-09,1739.6
2011-08-08,1696.53
2011-08-05,1662.22
2011-08-04,1683.01
2011-08-03,1672.74
2011-08-02,1641.18
2011-08-01,1626.41
2011-07-29,1631.92
2011-07-28,1616.89
2011-07-27,1628.41
2011-07-26,1616.14
2011-07-25,1616.89
2011-07-22,1605.37
2011-07-21,1604.37
2011-07-20,1589.35
2011-07-19,1604.37
2011-07-18,1602.37
2011-07-15,1590.35
2011-07-14,1593.85
2011-07-13,1582.33
2011-07-12,1553.79
2011-07-11,1558.79
2011-07-08,1544.77
2011-07-07,1530.75
2011-07-06,1530.5
2011-07-05,1513.22
2011-07-01,1486.17
2011-06-30,1508.71
2011-06-29,1507.46
2011-06-28,1502.2
2011-06-27,1501.2
2011-06-24,1517.98
2011-06-23,1526.24
2011-06-22,1555.79
2011-06-21,1548.03
2011-06-20,1547.27
2011-06-17,1540.76
2011-06-16,1526.49
2011-06-15,1533.0
2011-06-14,1519.23
2011-06-13,1529.49
2011-06-10,1532.5
2011-06-09,1541.01
2011-06-08,1541.01
2011-06-07,1548.28
2011-06-06,1552.28
2011-06-03,1543.27
2011-06-02,1542.77
2011-06-01,1537.01
2011-05-31,1539.76
2011-05-27,1536.26
2011-05-26,1521.73
2011-05-25,1529.49
2011-05-24,1530.25
2011-05-23,1513.72
2011-05-20,1493.93
2011-05-19,1496.19
2011-05-18,1499.69
2011-05-17,1481.66
2011-05-16,1503.95
2011-05-13,1508.96
2011-05-12,1492.68
2011-05-11,1511.21
2011-05-10,1516.72
2011-05-09,1505.2
2011-05-06,1489.68
2011-05-05,1514.22
2011-05-04,1544.27
2011-05-03,1543.52
2011-05-02,1566.31
2011-04-29,1547.27
2011-04-28,1538.76
2011-04-27,1514.22
2011-04-26,1500.7
2011-04-25,1507.21
2011-04-21,1507.21
2011-04-20,1504.2
2011-04-19,1493.68
2011-04-18,1496.19
2011-04-15,1479.91
2011-04-14,1468.89
2011-04-13,1460.63
2011-04-12,1453.62
2011-04-11,1471.15
2011-04-08,1472.65
2011-04-07,1462.63
2011-04-06,1464.63
2011-04-05,1436.59
2011-04-04,1438.59
2011-04-01,1421.06
2011-03-31,1442.1
2011-03-30,1428.57
2011-03-29,1420.56
2011-03-28,1420.06
2011-03-25,1439.09
2011-03-24,1450.11
2011-03-23,1442.6
2011-03-22,1429.07
2011-03-21,1435.08
2011-03-18,1423.06
2011-03-17,1406.79
2011-03-16,1405.03
2011-03-15,1403.53
2011-03-14,1425.32
2011-03-11,1414.55
2011-03-10,1416.3
2011-03-09,1434.08
2011-03-08,1429.32
2011-03-07,1440.59
2011-03-04,1430.08
2011-03-03,1424.57
2011-03-02,1438.59
2011-03-01,1423.82
2011-02-28,1414.05
2011-02-25,1405.53
2011-02-24,1414.55
2011-02-23,1412.3
2011-02-22,1404.03
2011-02-18,1386.5
2011-02-17,1381.99
2011-02-16,1374.23
2011-02-15,1375.73
2011-02-14,1367.97
2011-02-11,1366.97
2011-02-10,1356.2
2011-02-09,1367.97
2011-02-08,1366.47
2011-02-07,1350.44
2011-02-04,1357.95
2011-02-03,1330.91
2011-02-02,1339.92
2011-02-01,1334.41
2011-01-31,1329.91
2011-01-28,1321.89
2011-01-27,1337.42
2011-01-26,1330.91
2011-01-25,1326.9
2011-01-24,1345.93
2011-01-21,1346.43
2011-01-20,1348.44
2011-01-19,1374.98
2011-01-18,1372.48
2011-01-17,1363.46
2011-01-14,1369.97
2011-01-13,1384.5
2011-01-12,1381.74
2011-01-11,1376.99
2011-01-10,1371.23
2011-01-07,1369.97
2011-01-06,1371.48
2011-01-05,1370.98
2011-01-04,1391.51
2011-01-03,1421.56
2010-12-31,1414.25
2010-12-30,1408.54
2010-12-29,1415.55
2010-12-28,1404.03
2010-12-23,1376.48
2010-12-22,1390.01
2010-12-21,1386.0
2010-12-20,1383.0
2010-12-17,1371.48
2010-12-16,1365.97
2010-12-15,1391.76
2010-12-14,1397.52
2010-12-13,1402.03
2010-12-10,1378.24
2010-12-09,1394.27
2010-12-08,1388.51
2010-12-07,1423.06
2010-12-06,1418.31
2010-12-03,1406.54
2010-12-02,1392.01
2010-12-01,1388.51
2010-11-30,1386.5
2010-11-29,1359.96
2010-11-24,1375.48
2010-11-23,1380.49
2010-11-22,1359.46
2010-11-19,1345.43
2010-11-18,1353.2
2010-11-17,1340.42
2010-11-16,1351.94
2010-11-15,1371.48
2010-11-12,1391.51
2010-11-11,1401.53
2010-11-10,1393.51
2010-11-09,1424.7
2010-11-08,1391.51
2010-11-05,1398.52
2010-11-04,1384.0
2010-11-03,1348.44
2010-11-02,1353.95
2010-11-01,1354.5
2010-10-29,1349.69
2010-10-28,1336.42
2010-10-27,1327.4
2010-10-26,1332.41
2010-10-25,1340.42
2010-10-22,1325.4
2010-10-21,1346.43
2010-10-20,1341.93
2010-10-19,1341.93
2010-10-18,1370.22
2010-10-15,1370.47
2010-10-14,1376.23
2010-10-13,1368.52
2010-10-12,1351.44
2010-10-11,1354.45
2010-10-08,1344.43
2010-10-07,1347.94
2010-10-06,1349.44
2010-10-05,1333.41
2010-10-04,1316.38
2010-10-01,1319.14
2010-09-30,1309.87
2010-09-29,1310.37
2010-09-28,1296.85
2010-09-27,1299.85
2010-09-24,1299.85
2010-09-23,1296.35
2010-09-22,1296.35
2010-09-21,1277.82
2010-09-20,1282.07
2010-09-17,1276.82
2010-09-16,1275.31
2010-09-15,1269.8
2010-09-14,1268.3
2010-09-13,1246.51
2010-09-10,1249.27
2010-09-09,1257.78
2010-09-08,1257.58
2010-09-07,1259.54
2010-09-03,1243.26
2010-09-02,1251.27
2010-09-01,1249.27
2010-08-31,1248.77
2010-08-30,1240.25
2010-08-27,1237.75
2010-08-26,1239.75
2010-08-25,1240.25
2010-08-24,1224.73
2010-08-23,1228.73
2010-08-20,1226.23
2010-08-19,1226.23
2010-08-18,1220.72
2010-08-17,1228.73
2010-08-16,1226.23
2010-08-13,1216.96
2010-08-12,1215.71
2010-08-11,1208.2
2010-08-10,1195.18
2010-08-09,1205.7
2010-08-06,1210.45
2010-08-05,1195.18
2010-08-04,1202.19
2010-08-03,1190.17
2010-08-02,1191.17
2010-07-30,1171.64
2010-07-29,1165.13
2010-07-28,1159.62
2010-07-27,1170.64
2010-07-26,1186.16
2010-07-23,1193.17
2010-07-22,1202.19
2010-07-21,1194.18
2010-07-20,1185.66
2010-07-19,1183.66
2010-07-16,1191.92
2010-07-15,1210.7
2010-07-14,1209.7
2010-07-13,1218.72
2010-07-12,1208.2
2010-07-09,1211.45
2010-07-08,1196.18
2010-07-07,1195.93
2010-07-06,1197.68
2010-07-02,1204.19
2010-07-01,1236.75
2010-06-30,1246.76
2010-06-29,1237.25
2010-06-28,1263.79
2010-06-25,1256.78
2010-06-24,1239.0
2010-06-23,1229.24
2010-06-22,1238.75
2010-06-21,1257.28
2010-06-18,1258.79
2010-06-17,1247.77
2010-06-16,1237.25
2010-06-15,1227.73
2010-06-14,1226.48
2010-06-11,1222.72
2010-06-10,1220.22
2010-06-09,1236.25
2010-06-08,1248.77
2010-06-07,1217.72
2010-06-04,1206.2
2010-06-03,1217.72
2010-06-02,1217.72
2010-06-01,1230.49
2010-05-28,1210.2
2010-05-27,1213.71
2010-05-26,1214.71
2010-05-25,1200.94
2010-05-24,1189.67
2010-05-21,1182.41
2010-05-20,1194.68
2010-05-19,1197.68
2010-05-18,1219.47
2010-05-17,1238.75
2010-05-14,1239.25
2010-05-13,1240.25
2010-05-12,1240.25
2010-05-11,1225.23
2010-05-10,1199.18
2010-05-07,1204.94
2010-05-06,1187.91
2010-05-05,1167.3
2010-05-04,1187.66
2010-05-03,1189.67
2010-04-30,1181.9
2010-04-29,1169.38
2010-04-28,1163.62
2010-04-27,1152.1
2010-04-26,1157.11
2010-04-23,1142.09
2010-04-22,1136.33
2010-04-21,1145.59
2010-04-20,1147.35
2010-04-19,1138.83
2010-04-16,1154.11
2010-04-15,1157.11
2010-04-14,1156.36
2010-04-13,1150.85
2010-04-12,1161.37
2010-04-09,1155.11
2010-04-08,1150.6
2010-04-07,1144.59
2010-04-06,1135.33
2010-04-05,1130.57
2010-04-01,1126.06
2010-03-31,1118.05
2010-03-30,1109.53
2010-03-29,1110.03
2010-03-26,1099.01
2010-03-25,1095.51
2010-03-24,1093.25
2010-03-23,1104.02
2010-03-22,1099.77
2010-03-19,1108.03
2010-03-18,1125.31
2010-03-17,1124.31
2010-03-16,1127.31
2010-03-15,1106.78
2010-03-12,1108.78
2010-03-11,1106.53
2010-03-10,1123.05
2010-03-09,1118.3
2010-03-08,1128.31
2010-03-05,1137.58
2010-03-04,1137.08
2010-03-03,1139.08
2010-03-02,1129.07
2010-03-01,1116.54
2010-02-26,1110.78
2010-02-25,1097.01
2010-02-24,1105.53
2010-02-23,1109.53
2010-02-22,1117.8
2010-02-19,1115.29
2010-02-18,1120.55
2010-02-17,1121.55
2010-02-16,1117.8
2010-02-12,1084.49
2010-02-11,1078.73
2010-02-10,1071.97
2010-02-09,1073.72
2010-02-08,1066.46
2010-02-05,1060.45
2010-02-04,1085.74
2010-02-03,1117.84
2010-02-02,1113.54
2010-02-01,1089.0
2010-01-29,1080.98
2010-01-28,1090.5
2010-01-27,1097.26
2010-01-26,1095.76
2010-01-25,1097.76
2010-01-22,1086.49
2010-01-21,1110.78
2010-01-20,1122.8
2010-01-19,1135.58
2010-01-15,1130.57
2010-01-14,1140.84
2010-01-13,1129.82
2010-01-12,1153.86
2010-01-11,1155.61
2010-01-08,1129.32
2010-01-07,1132.82
2010-01-06,1132.57
2010-01-05,1125.81
2010-01-04,1124.06
2009-12-31,1127.56
2009-12-30,1090.0
2009-12-29,1108.53
2009-12-28,1108.03
2009-12-23,1087.74
2009-12-22,1086.49
2009-12-21,1108.03
2009-12-18,1107.03
2009-12-17,1119.55
2009-12-16,1140.08
2009-12-15,1124.56
2009-12-14,1126.31
2009-12-11,1126.56
2009-12-10,1131.07
2009-12-09,1143.59
2009-12-08,1149.35
2009-12-07,1145.09
2009-12-04,1192.92
2009-12-03,1211.45
2009-12-02,1215.21
2009-12-01,1195.18
2009-11-30,1169.13
2009-11-25,1182.41
2009-11-24,1165.88
2009-11-23,1172.14
2009-11-20,1142.59
2009-11-19,1138.08
2009-11-18,1151.6
2009-11-17,1137.33
2009-11-16,1132.57
2009-11-13,1106.53
2009-11-12,1117.3
2009-11-11,1117.8
2009-11-10,1104.02
2009-11-09,1109.28
2009-11-06,1099.26
2009-11-05,1091.5
2009-11-04,1092.55
2009-11-03,1063.45
2009-11-02,1064.46
2009-10-30,1043.92
2009-10-29,1039.91
2009-10-28,1039.91
2009-10-27,1040.41
2009-10-26,1056.44
2009-10-23,1064.2
2009-10-22,1055.44
2009-10-21,1056.19
2009-10-20,1064.2
2009-10-19,1052.94
2009-10-16,1049.93
2009-10-15,1055.94
2009-10-14,1061.95
2009-10-13,1059.95
2009-10-12,1061.2
2009-10-09,1053.94
2009-10-08,1047.43
2009-10-07,1042.67
2009-10-06,1041.17
2009-10-05,1007.86
2009-10-02,1005.86
2009-10-01,1007.11
2009-09-30,998.09
2009-09-29,991.83
2009-09-28,994.09
2009-09-25,993.84
2009-09-24,1012.12
2009-09-23,1012.62
2009-09-22,1016.37
2009-09-21,999.34
2009-09-18,1014.37
2009-09-17,1020.88
2009-09-16,1018.13
2009-09-15,998.34
2009-09-14,1001.6
2009-09-11,1010.61
2009-09-10,993.08
2009-09-09,1001.85
2009-09-08,1003.1
2009-09-04,991.33
2009-09-03,985.32
2009-09-02,967.04
2009-09-01,957.27
2009-08-31,951.86
2009-08-28,957.77
2009-08-27,945.25
2009-08-26,942.75
2009-08-25,952.77
2009-08-24,953.77
2009-08-21,954.77
2009-08-20,942.73
2009-08-19,945.0
2009-08-18,937.24
2009-08-17,934.99
2009-08-14,955.77
2009-08-13,955.77
2009-08-12,949.51
2009-08-11,945.0
2009-08-10,947.26
2009-08-07,958.28
2009-08-06,966.29
2009-08-05,962.78
2009-08-04,962.78
2009-08-03,962.03
2009-07-31,941.25
2009-07-30,934.74
2009-07-29,933.23
2009-07-28,946.51
2009-07-27,957.27
2009-07-24,953.77
2009-07-23,952.27
2009-07-22,950.51
2009-07-21,950.01
2009-07-20,955.02
2009-07-17,939.74
2009-07-16,937.24
2009-07-15,940.24
2009-07-14,926.97
2009-07-13,910.69
2009-07-10,915.2
2009-07-09,913.95
2009-07-08,920.21
2009-07-07,926.22
2009-07-06,926.72
2009-07-02,931.73
2009-07-01,940.5
2009-06-30,936.74
2009-06-29,937.74
2009-06-26,944.25
2009-06-25,939.49
2009-06-24,935.74
2009-06-23,922.97
2009-06-22,921.46
2009-06-19,937.49
2009-06-18,942.75
2009-06-17,932.73
2009-06-16,936.24
2009-06-15,934.48
2009-06-12,939.49
2009-06-11,949.76
2009-06-10,956.02
2009-06-09,958.28
2009-06-08,946.0
2009-06-05,964.29
2009-06-04,973.05
2009-06-03,979.06
2009-06-02,982.32
2009-06-01,984.07
2009-05-29,977.81
2009-05-28,960.03
2009-05-27,953.27
2009-05-26,947.26
2009-05-22,962.03
2009-05-21,939.74
2009-05-20,941.75
2009-05-19,926.97
2009-05-18,923.22
2009-05-15,931.73
2009-05-14,927.47
2009-05-13,926.22
2009-05-12,919.21
2009-05-11,915.2
2009-05-08,909.19
2009-05-07,914.45
2009-05-06,912.2
2009-05-05,912.2
2009-05-04,906.59
2009-05-01,886.65
2009-04-30,885.4
2009-04-29,900.43
2009-04-28,893.16
2009-04-27,909.69
2009-04-24,909.69
2009-04-23,899.68
2009-04-22,888.16
2009-04-21,890.91
2009-04-20,879.14
2009-04-17,872.63
2009-04-16,882.65
2009-04-15,893.16
2009-04-14,889.66
2009-04-13,898.67
2009-04-09,882.65
2009-04-08,882.15
2009-04-07,881.9
2009-04-06,872.38
2009-04-03,907.19
2009-04-02,899.93
2009-04-01,926.72
2009-03-31,918.71
2009-03-30,930.23
2009-03-27,926.22
2009-03-26,940.5
2009-03-25,931.23
2009-03-24,925.97
2009-03-23,951.51
2009-03-20,956.27
2009-03-19,958.78
2009-03-18,895.42
2009-03-17,917.71
2009-03-16,921.71
2009-03-13,930.23
2009-03-12,927.47
2009-03-11,901.68
2009-03-10,903.68
2009-03-09,925.97
2009-03-06,938.24
2009-03-05,915.2
2009-03-04,910.69
2009-03-03,915.95
2009-03-02,939.9
2009-02-27,954.27
2009-02-26,938.74
2009-02-25,980.81
2009-02-24,986.57
2009-02-23,988.08
2009-02-20,991.33
2009-02-19,982.82
2009-02-18,966.29
2009-02-17,970.3
2009-02-13,937.74
2009-02-12,945.5
2009-02-11,940.24
2009-02-10,911.95
2009-02-09,897.17
2009-02-06,915.2
2009-02-05,922.21
2009-02-04,907.19
2009-02-03,906.69
2009-02-02,920.46
2009-01-30,921.71
2009-01-29,894.42
2009-01-28,897.42
2009-01-27,899.68
2009-01-26,912.45
2009-01-23,877.89
2009-01-22,862.11
2009-01-21,851.34
2009-01-20,855.35
2009-01-16,835.82
2009-01-15,812.03
2009-01-14,823.55
2009-01-13,828.56
2009-01-12,829.08
2009-01-09,849.34
2009-01-08,857.85
2009-01-07,850.59
2009-01-06,850.34
2009-01-05,855.6
2009-01-02,876.44
2008-12-31,863.11
2008-12-30,871.88
2008-12-29,882.4
2008-12-26,848.5
2008-12-23,845.58
2008-12-22,851.09
2008-12-19,837.82
2008-12-18,857.35
2008-12-17,872.13
2008-12-16,840.33
2008-12-15,828.05
2008-12-12,828.56
2008-12-11,829.81
2008-12-10,804.26
2008-12-09,769.71
2008-12-08,769.2
2008-12-05,750.92
2008-12-04,775.21
2008-12-03,768.2
2008-12-02,781.98
2008-12-01,779.97
2008-11-26,814.53
2008-11-25,822.54
2008-11-24,824.55
2008-11-21,776.47
2008-11-20,739.9
2008-11-19,763.95
2008-11-18,739.9
2008-11-17,735.9
2008-11-14,749.42
2008-11-13,715.36
2008-11-12,726.63
2008-11-11,735.65
2008-11-10,754.93
2008-11-07,737.15
2008-11-06,756.43
2008-11-05,755.68
2008-11-04,743.16
2008-11-03,731.39
2008-10-31,732.64
2008-10-30,757.18
2008-10-29,765.95
2008-10-28,732.39
2008-10-27,732.39
2008-10-24,714.36
2008-10-23,721.87
2008-10-22,745.91
2008-10-21,773.96
2008-10-20,797.0
2008-10-17,786.49
2008-10-16,804.51
2008-10-15,849.09
2008-10-14,834.57
2008-10-13,833.56
2008-10-10,902.68
2008-10-09,886.65
2008-10-08,905.69
2008-10-07,878.89
2008-10-06,877.64
2008-10-03,830.06
2008-10-02,854.1
2008-10-01,882.15
2008-09-30,886.65
2008-09-29,907.19
2008-09-26,904.18
2008-09-25,890.66
2008-09-24,898.17
2008-09-23,901.18
2008-09-22,891.16
2008-09-19,871.13
2008-09-18,865.12
2008-09-17,815.03
2008-09-16,781.48
2008-09-15,776.97
2008-09-12,752.18
2008-09-11,742.66
2008-09-10,777.72
2008-09-09,783.73
2008-09-08,810.02
2008-09-05,810.52
2008-09-04,807.77
2008-09-03,805.52
2008-09-02,800.51
2008-08-29,835.07
2008-08-28,814.33
2008-08-27,829.06
2008-08-26,829.06
2008-08-25,823.55
2008-08-22,826.05
2008-08-21,835.57
2008-08-20,817.79
2008-08-19,790.74
2008-08-18,798.25
2008-08-15,788.49
2008-08-14,820.44
2008-08-13,820.54
2008-08-12,819.79
2008-08-11,854.6
2008-08-08,854.9
2008-08-07,873.63
2008-08-06,881.65
2008-08-05,884.15
2008-08-04,907.94
2008-08-01,914.7
2008-07-31,920.21
2008-07-30,899.68
2008-07-29,918.96
2008-07-28,925.72
2008-07-25,922.71
2008-07-24,930.23
2008-07-23,928.73
2008-07-22,963.78
2008-07-21,962.78
2008-07-18,962.03
2008-07-17,967.79
2008-07-16,979.81
2008-07-15,988.33
2008-07-14,970.3
2008-07-11,965.04
2008-07-10,941.75
2008-07-09,928.48
2008-07-08,923.22
2008-07-07,918.96
2008-07-03,936.24
2008-07-02,937.49
2008-07-01,939.74
2008-06-30,932.48
2008-06-27,921.71
2008-06-26,911.7
2008-06-25,884.9
2008-06-24,891.66
2008-06-23,883.15
2008-06-20,909.69
2008-06-19,905.19
2008-06-18,889.66
2008-06-17,883.65
2008-06-16,890.41
2008-06-13,868.12
2008-06-12,864.37
2008-06-11,878.39
2008-06-10,880.14
2008-06-09,898.42
2008-06-06,892.66
2008-06-05,880.89
2008-06-04,885.65
2008-06-03,881.39
2008-06-02,890.41
2008-05-30,887.91
2008-05-29,885.15
2008-05-28,904.68
2008-05-27,908.94
2008-05-23,929.73
2008-05-22,924.97
2008-05-21,925.22
2008-05-20,916.7
2008-05-19,908.69
2008-05-16,899.17
2008-05-15,883.4
2008-05-14,868.62
2008-05-13,867.12
2008-05-12,885.65
2008-05-09,878.14
2008-05-08,879.14
2008-05-07,870.38
2008-05-06,882.15
2008-05-05,869.12
2008-05-02,855.6
2008-05-01,855.1
2008-04-30,873.12
2008-04-29,882.15
2008-04-28,892.66
2008-04-25,893.67
2008-04-24,897.67
2008-04-23,900.68
2008-04-22,920.21
2008-04-21,920.71
2008-04-18,910.94
2008-04-17,948.26
2008-04-16,947.26
2008-04-15,931.98
2008-04-14,928.73
2008-04-11,929.98
2008-04-10,930.23
2008-04-09,919.21
2008-04-08,917.21
2008-04-07,928.73
2008-04-04,907.69
2008-04-03,898.67
2008-04-02,892.16
2008-04-01,890.91
2008-03-31,935.74
2008-03-28,936.49
2008-03-27,949.01
2008-03-26,949.01
2008-03-25,928.98
2008-03-24,927.97
2008-03-20,927.97
2008-03-19,960.78
2008-03-18,1009.11
2008-03-17,1013.62
2008-03-14,1005.86
2008-03-13,997.34
2008-03-12,977.81
2008-03-11,972.3
2008-03-10,971.55
2008-03-07,974.8
2008-03-06,978.81
2008-03-05,976.81
2008-03-04,987.07
2008-03-03,990.83
2008-02-29,973.8
2008-02-28,962.03
2008-02-27,961.78
2008-02-26,939.24
2008-02-25,939.99
2008-02-22,945.25
2008-02-21,947.2
2008-02-20,922.21
2008-02-19,926.22
2008-02-15,914.2
2008-02-14,908.19
2008-02-13,901.18
2008-02-12,919.21
2008-02-11,920.21
2008-02-08,918.46
2008-02-07,901.93
2008-02-06,905.19
2008-02-05,889.66
2008-02-04,895.92
2008-02-01,916.96
2008-01-31,925.47
2008-01-30,921.21
2008-01-29,926.72
2008-01-28,923.97
2008-01-25,920.46
2008-01-24,911.45
2008-01-23,890.41
2008-01-22,877.14
2008-01-21,873.38
2008-01-18,884.15
2008-01-17,890.41
2008-01-16,891.91
2008-01-15,915.2
2008-01-14,904.18
2008-01-11,893.16
2008-01-10,886.4
2008-01-09,879.14
2008-01-08,875.63
2008-01-07,861.36
2008-01-04,857.1
2008-01-03,860.96
2008-01-02,848.84
2007-12-31,837.57
2007-12-28,835.82
2007-12-27,831.06
2007-12-26,820.0
2007-12-21,812.53
2007-12-20,797.25
2007-12-19,801.76
2007-12-18,806.27
2007-12-17,792.74
2007-12-14,791.49
2007-12-13,802.71
2007-12-12,816.03
2007-12-11,810.77
2007-12-10,811.53
2007-12-07,794.5
2007-12-06,803.51
2007-12-05,795.0
2007-12-04,799.51
2007-12-03,786.23
2007-11-30,785.48
2007-11-29,796.5
2007-11-28,803.76
2007-11-27,812.78
2007-11-26,832.06
2007-11-21,800.01
2007-11-20,797.5
2007-11-19,780.82
2007-11-16,791.74
2007-11-15,796.0
2007-11-14,815.53
2007-11-13,806.27
2007-11-12,805.52
2007-11-09,833.56
2007-11-08,843.18
2007-11-07,836.57
2007-11-06,824.55
2007-11-05,806.77
2007-11-02,799.0
2007-11-01,792.24
2007-10-31,791.49
2007-10-30,785.23
2007-10-29,790.49
2007-10-26,781.12
2007-10-25,769.45
2007-10-24,759.44
2007-10-23,760.19
2007-10-22,753.18
2007-10-19,764.95
2007-10-18,766.1
2007-10-17,764.45
2007-10-16,758.69
2007-10-15,760.79
2007-10-12,751.42
2007-10-11,750.92
2007-10-10,743.16
2007-10-09,737.9
2007-10-08,735.65
2007-10-05,738.9
2007-10-04,727.38
2007-10-03,732.14
2007-10-02,732.89
2007-10-01,744.91
2007-09-28,744.91
2007-09-27,733.64
2007-09-26,736.65
2007-09-25,730.39
2007-09-24,731.89
2007-09-21,738.9
2007-09-20,736.4
2007-09-19,727.03
2007-09-18,716.62
2007-09-17,720.87
2007-09-14,718.22
2007-09-13,706.35
2007-09-12,707.85
2007-09-11,706.0
2007-09-10,705.35
2007-09-07,702.84
2007-09-06,689.97
2007-09-05,682.06
2007-09-04,680.55
2007-08-31,673.79
2007-08-30,667.78
2007-08-29,666.03
